Date,Tavg,RH,Precipitation,SAvg,dewpoint,q,qsat,lcl,Tmin,Tmax,tendt,tendq,bowen,R2,R1
2017-09-21,,,0.45833333333333326,,,,,,,,,,,,
2017-09-22,,,0.025000000000000005,,,,,,,,,,,,
2017-09-23,,,0.0,,,,,,,,,,,,
2017-09-24,,,0.0,,,,,,,,,,,,
2017-09-25,,,0.008333333333333333,,,,,,,,,,,,
2017-09-26,,,0.0,,,,,,,,,,,,
2017-09-27,,,0.0,,,,,,,,,,,,
2017-09-28,,,0.0,,,,,,,,,,,,
2017-09-29,,,0.0,,,,,,,,,,,,
2017-09-30,,,0.0,,,,,,,,,,,,
2017-10-01,,,0.0,,,,,,,,,,,,
2017-10-02,,,0.0,,,,,,,,,,,,
2017-10-03,,,0.10000000000000002,,,,,,,,,,,,
2017-10-04,,,0.0,,,,,,,,,,,,
2017-10-05,,,0.0,,,,,,,,,,,,
2017-10-06,,,0.21666666666666667,,,,,,,,,,,,
2017-10-07,,,0.0,,,,,,,,,,,,
2017-10-08,,,0.0,,,,,,,,,,,,
2017-10-09,,,0.0,,,,,,,,,,,,
2017-10-10,,,0.0,,,,,,,,,,,,
2017-10-11,,,0.0,,,,,,,,,,,,
2017-10-12,,,0.0,,,,,,,,,,,,
2017-10-13,,,0.0,,,,,,,,,,,,
2017-10-14,,,0.0,,,,,,,,,,,,
2017-10-15,,,0.0,,,,,,,,,,,,
2017-10-16,,,0.0,,,,,,,,,,,,
2017-10-17,,,0.0,,,,,,,,,,,,
2017-10-18,,,0.0,,,,,,,,,,,,
2017-10-19,,,0.0,,,,,,,,,,,,
2017-10-20,,,0.0,,,,,,,,,,,,
2017-10-21,,,0.0,,,,,,,,,,,,
2017-10-22,,,0.125,,,,,,,,,,,,
2017-10-23,,,0.3583333333333332,,,,,,,,,,,,
2017-10-24,,,0.06666666666666667,,,,,,,,,,,,
2017-10-25,,,0.0,,,,,,,,,,,,
2017-10-26,,,0.0,,,,,,,,,,,,
2017-10-27,,,0.09166666666666667,,,,,,,,,,,,
2017-10-28,,,0.0,,,,,,,,,,,,
2017-10-29,,,0.075,,,,,,,,,,,,
2017-10-30,,,0.0,,,,,,,,,,,,
2017-10-31,,,0.0,,,,,,,,,,,,
2017-11-01,,,0.0,,,,,,,,,,,,
2017-11-02,,,0.0,,,,,,,,,,,,
2017-11-03,,,0.008333333333333333,,,,,,,,,,,,
2017-11-04,,,0.008333333333333333,,,,,,,,,,,,
2017-11-05,,,0.2833333333333333,,,,,,,,,,,,
2017-11-06,,,0.08333333333333333,,,,,,,,,,,,
2017-11-07,,,0.0,,,,,,,,,,,,
2017-11-08,,,0.0,,,,,,,,,,,,
2017-11-09,,,0.0,,,,,,,,,,,,
2017-11-10,,,0.0,,,,,,,,,,,,
2017-11-11,,,0.0,,,,,,,,,,,,
2017-11-12,,,0.0,,,,,,,,,,,,
2017-11-13,,,0.125,,,,,,,,,,,,
2017-11-14,,,0.3416666666666666,,,,,,,,,,,,
2017-11-15,,,0.03333333333333333,,,,,,,,,,,,
2017-11-16,,,0.025000000000000005,,,,,,,,,,,,
2017-11-17,,,0.008333333333333333,,,,,,,,,,,,
2017-11-18,,,0.0,,,,,,,,,,,,
2017-11-19,,,0.0,,,,,,,,,,,,
2017-11-20,,,0.0,,,,,,,,,,,,
2017-11-21,,,0.0,,,,,,,,,,,,
2017-11-22,,,0.0,,,,,,,,,,,,
2017-11-23,,,0.0,,,,,,,,,,,,
2017-11-24,,,0.0,,,,,,,,,,,,
2017-11-25,,,0.008333333333333333,,,,,,,,,,,,
2017-11-26,,,0.5416666666666666,,,,,,,,,,,,
2017-11-27,,,0.03333333333333333,,,,,,,,,,,,
2017-11-28,,,0.0,,,,,,,,,,,,
2017-11-29,,,0.0,,,,,,,,,,,,
2017-11-30,,,0.2166666666666667,,,,,,,,,,,,
2017-12-01,,,0.016666666666666666,,,,,,,,,,,,
2017-12-02,,,0.0,,,,,,,,,,,,
2017-12-03,,,0.0,,,,,,,,,,,,
2017-12-04,,,0.0,,,,,,,,,,,,
2017-12-05,,,0.18333333333333335,,,,,,,,,,,,
2017-12-06,,,0.0,,,,,,,,,,,,
2017-12-07,,,0.0,,,,,,,,,,,,
2017-12-08,,,0.008333333333333333,,,,,,,,,,,,
2017-12-09,,,0.25833333333333336,,,,,,,,,,,,
2017-12-10,,,0.0,,,,,,,,,,,,
2017-12-11,,,0.0,,,,,,,,,,,,
2017-12-12,,,0.0,,,,,,,,,,,,
2017-12-13,,,0.11666666666666668,,,,,,,,,,,,
2017-12-14,,,0.008333333333333333,,,,,,,,,,,,
2017-12-15,,,0.15833333333333335,,,,,,,,,,,,
2017-12-16,,,0.13333333333333333,,,,,,,,,,,,
2017-12-17,,,0.0,,,,,,,,,,,,
2017-12-18,,,0.008333333333333333,,,,,,,,,,,,
2017-12-19,,,0.0,,,,,,,,,,,,
2017-12-20,,,0.0,,,,,,,,,,,,
2017-12-21,,,0.0,,,,,,,,,,,,
2017-12-22,,,0.016666666666666666,,,,,,,,,,,,
2017-12-23,,,0.0,,,,,,,,,,,,
2017-12-24,,,0.0,,,,,,,,,,,,
2017-12-25,,,0.0,,,,,,,,,,,,
2017-12-26,,,0.008333333333333333,,,,,,,,,,,,
2017-12-27,,,0.0,,,,,,,,,,,,
2017-12-28,,,0.0,,,,,,,,,,,,
2017-12-29,,,0.0,,,,,,,,,,,,
2017-12-30,,,0.0,,,,,,,,,,,,
2017-12-31,,,0.0,,,,,,,,,,,,
2018-01-01,,,0.0,,,,,,,,,,,,
2018-01-02,,,0.7166666666666665,,,,,,,,,,,,
2018-01-03,,,0.008333333333333333,,,,,,,,,,,,
2018-01-04,,,0.0,,,,,,,,,,,,
2018-01-05,,,0.025000000000000005,,,,,,,,,,,,
2018-01-06,,,0.0,,,,,,,,,,,,
2018-01-07,,,0.0,,,,,,,,,,,,
2018-01-08,,,0.0,,,,,,,,,,,,
2018-01-09,,,0.0,,,,,,,,,,,,
2018-01-10,,,0.0,,,,,,,,,,,,
2018-01-11,,,0.008333333333333333,,,,,,,,,,,,
2018-01-12,,,0.008333333333333333,,,,,,,,,,,,
2018-01-13,,,0.0,,,,,,,,,,,,
2018-01-14,,,0.0,,,,,,,,,,,,
2018-01-15,,,0.0,,,,,,,,,,,,
2018-01-16,,,0.0,,,,,,,,,,,,
2018-01-17,,,0.8249999999999998,,,,,,,,,,,,
2018-01-18,,,0.0,,,,,,,,,,,,
2018-01-19,,,0.20000000000000004,,,,,,,,,,,,
2018-01-20,,,0.0,,,,,,,,,,,,
2018-01-21,,,0.075,,,,,,,,,,,,
2018-01-22,,,0.0,,,,,,,,,,,,
2018-01-23,,,0.0,,,,,,,,,,,,
2018-01-24,,,0.0,,,,,,,,,,,,
2018-01-25,,,0.0,,,,,,,,,,,,
2018-01-26,,,0.0,,,,,,,,,,,,
2018-01-27,,,0.0,,,,,,,,,,,,
2018-01-28,,,0.0,,,,,,,,,,,,
2018-01-29,,,0.0,,,,,,,,,,,,
2018-01-30,,,0.0,,,,,,,,,,,,
2018-01-31,,,0.0,,,,,,,,,,,,
2018-02-01,,,0.0,,,,,,,,,,,,
2018-02-02,,,0.0,,,,,,,,,,,,
2018-02-03,,,0.8583333333333333,,,,,,,,,,,,
2018-02-04,,,0.0,,,,,,,,,,,,
2018-02-05,,,0.008333333333333333,,,,,,,,,,,,
2018-02-06,,,0.0,,,,,,,,,,,,
2018-02-07,,,0.08333333333333333,,,,,,,,,,,,
2018-02-08,,,0.2833333333333333,,,,,,,,,,,,
2018-02-09,,,0.0,,,,,,,,,,,,
2018-02-10,,,0.008333333333333333,,,,,,,,,,,,
2018-02-11,,,0.0,,,,,,,,,,,,
2018-02-12,,,0.0,,,,,,,,,,,,
2018-02-13,,,0.0,,,,,,,,,,,,
2018-02-14,,,0.0,,,,,,,,,,,,
2018-02-15,,,0.0,,,,,,,,,,,,
2018-02-16,,,,,,,,,,,,,,,
2018-02-17,,,0.0,,,,,,,,,,,,
2018-02-18,,,,,,,,,,,,,,,
2018-02-19,,,0.0,,,,,,,,,,,,
2018-02-20,,,0.0,,,,,,,,,,,,
2018-02-21,,,,,,,,,,,,,,,
2018-02-22,,,0.11999999999999998,,,,,,,,,,,,
2018-02-23,,,0.0,,,,,,,,,,,,
2018-02-24,,,0.0,,,,,,,,,,,,
2018-02-25,,,0.0,,,,,,,,,,,,
2018-02-26,,,0.0,,,,,,,,,,,,
2018-02-27,,,0.0,,,,,,,,,,,,
2018-02-28,,,0.0,,,,,,,,,,,,
2018-03-01,,,0.0,,,,,,,,,,,,
2018-03-02,,,0.07777777777777778,,,,,,,,,,,,
2018-03-03,,,0.0,,,,,,,,,,,,
2018-03-04,,,0.0,,,,,,,,,,,,
2018-03-05,,,,,,,,,,,,,,,
2018-03-06,,,0.0,,,,,,,,,,,,
2018-03-07,,,0.0,,,,,,,,,,,,
2018-03-08,,,,,,,,,,,,,,,
2018-03-09,,,0.0,,,,,,,,,,,,
2018-03-10,,,0.0,,,,,,,,,,,,
2018-03-11,,,0.0,,,,,,,,,,,,
2018-03-12,,,0.0,,,,,,,,,,,,
2018-03-13,,,0.0,,,,,,,,,,,,
2018-03-14,,,0.023529411764705882,,,,,,,,,,,,
2018-03-15,,,0.008333333333333333,,,,,,,,,,,,
2018-03-16,,,0.19999999999999998,,,,,,,,,,,,
2018-03-17,,,0.30833333333333335,,,,,,,,,,,,
2018-03-18,,,0.0,,,,,,,,,,,,
2018-03-19,,,0.0,,,,,,,,,,,,
2018-03-20,,,0.016666666666666666,,,,,,,,,,,,
2018-03-21,,,0.075,,,,,,,,,,,,
2018-03-22,,,0.0,,,,,,,,,,,,
2018-03-23,,,0.075,,,,,,,,,,,,
2018-03-24,,,0.016666666666666666,,,,,,,,,,,,
2018-03-25,,,0.0,,,,,,,,,,,,
2018-03-26,,,0.0,,,,,,,,,,,,
2018-03-27,,,0.0,,,,,,,,,,,,
2018-03-28,,,0.008333333333333333,,,,,,,,,,,,
2018-03-29,,,0.0,,,,,,,,,,,,
2018-03-30,,,0.0,,,,,,,,,,,,
2018-03-31,,,0.5750000000000001,,,,,,,,,,,,
2018-04-01,,,0.2916666666666667,,,,,,,,,,,,
2018-04-02,,,0.0,,,,,,,,,,,,
2018-04-03,,,0.0,,,,,,,,,,,,
2018-04-04,,,0.0,,,,,,,,,,,,
2018-04-05,,,0.011764705882352941,,,,,,,,,,,,
2018-04-06,,,0.0,,,,,,,,,,,,
2018-04-07,,,0.0,,,,,,,,,,,,
2018-04-08,,,0.0,,,,,,,,,,,,
2018-04-09,,,0.008333333333333333,,,,,,,,,,,,
2018-04-10,,,0.0,,,,,,,,,,,,
2018-04-11,,,0.0,,,,,,,,,,,,
2018-04-12,,,0.0,,,,,,,,,,,,
2018-04-13,,,0.0,,,,,,,,,,,,
2018-04-14,,,0.0,,,,,,,,,,,,
2018-04-15,,,0.0,,,,,,,,,,,,
2018-04-16,,,0.008333333333333333,,,,,,,,,,,,
2018-04-17,,,0.0,,,,,,,,,,,,
2018-04-18,,,0.016666666666666666,,,,,,,,,,,,
2018-04-19,,,0.0,,,,,,,,,,,,
2018-04-20,,,0.0,,,,,,,,,,,,
2018-04-21,,,0.0,,,,,,,,,,,,
2018-04-22,,,0.0,,,,,,,,,,,,
2018-04-23,,,0.0,,,,,,,,,,,,
2018-04-24,,,0.0,,,,,,,,,,,,
2018-04-25,,,0.0,,,,,,,,,,,,
2018-04-26,,,0.0,,,,,,,,,,,,
2018-04-27,,,0.0,,,,,,,,,,,,
2018-04-28,,,0.24166666666666667,,,,,,,,,,,,
2018-04-29,,,0.008333333333333333,,,,,,,,,,,,
2018-04-30,,,0.0,,,,,,,,,,,,
2018-05-01,,,0.0,,,,,,,,,,,,
2018-05-02,,,0.0,,,,,,,,,,,,
2018-05-03,,,0.0,,,,,,,,,,,,
2018-05-04,,,0.0,,,,,,,,,,,,
2018-05-05,,,0.0,,,,,,,,,,,,
2018-05-06,,,0.075,,,,,,,,,,,,
2018-05-07,,,0.0,,,,,,,,,,,,
2018-05-08,,,0.0,,,,,,,,,,,,
2018-05-09,,,0.0,,,,,,,,,,,,
2018-05-10,,,0.008333333333333333,,,,,,,,,,,,
2018-05-11,,,0.0,,,,,,,,,,,,
2018-05-12,,,0.008333333333333333,,,,,,,,,,,,
2018-05-13,,,0.016666666666666666,,,,,,,,,,,,
2018-05-14,,,0.08333333333333333,,,,,,,,,,,,
2018-05-15,,,0.18333333333333335,,,,,,,,,,,,
2018-05-16,,,0.4666666666666666,,,,,,,,,,,,
2018-05-17,,,0.0,,,,,,,,,,,,
2018-05-18,,,0.0,,,,,,,,,,,,
2018-05-19,,,0.0,,,,,,,,,,,,
2018-05-20,,,0.0,,,,,,,,,,,,
2018-05-21,,,0.0,,,,,,,,,,,,
2018-05-22,,,0.0,,,,,,,,,,,,
2018-05-23,,,0.09999999999999999,,,,,,,,,,,,
2018-05-24,,,0.8250000000000001,,,,,,,,,,,,
2018-05-25,,,0.025000000000000005,,,,,,,,,,,,
2018-05-26,,,0.18333333333333335,,,,,,,,,,,,
2018-05-27,,,0.0,,,,,,,,,,,,
2018-05-28,,,0.0,,,,,,,,,,,,
2018-05-29,,,0.0,,,,,,,,,,,,
2018-05-30,,,0.0,,,,,,,,,,,,
2018-05-31,,,0.0,,,,,,,,,,,,
2018-06-01,,,0.0,,,,,,,,,,,,
